Publisher,Author,Goodreads_Rating,Distinct_Works_Count,Sample_Book_Title,Sample_Book_Genre,Sample_Book_Pages
The Unknown Author,Ryan L. Sittler,3.23,7,The Library Instruction Cookbook,Library orientation,0
The Unknown Author,Janine Utell,3.95,10,Engagements with Narrative,Literary Criticism,183
The Unknown Author,American Psychological Association,3.85,10,Publication Manual of the American Psychological Association,Language Arts & Disciplines,428
The Unknown Author,Joe Biel,3.93,13,A People's Guide to Publishing,Business & Economics,0
The Unknown Author,Brendan McNally,3.76,16,Germania,Fiction,387
The Unknown Author,Sönke Bartling,4.19,3,Opening Science,Science,325
The Unknown Author,W. Michael Kelley,3.94,10,CliffsQuickReview Precalculus,Mathematics,242
The Unknown Author,K. S. Brooks,4.14,14,Indies Unlimited: Authors' Snarkopaedia,Language Arts & Disciplines,136
The Unknown Author,Allan Casson,0.0,4,CliffsAP English Literature and Composition,Study Aids,330
The Unknown Author,American BookWorks Corporation,3.56,10,CliffsTestPrep NYSTCE: Multi-Subject Content Specialty Test (CST),Study Aids,361
The Unknown Author,Karen Kelsky,4.15,3,The Professor Is In,Education,0
The Unknown Author,Michael Larsen,3.75,10,How to Get a Literary Agent,Literary agents,0
The Unknown Author,Joanna Rowe Kaakinen,,7,Family Health Care Nursing,Medical,665
The Unknown Author,Nikki Moustaki,3.95,11,Parakeets For Dummies,Pets,98
The Unknown Author,Jeremy Wagner,3.71,11,The Armageddon Chord,Fiction,158
The Unknown Author,Fred N Grayson,3.37,10,CliffsTestPrep Military Flight Aptitude Tests,Study Aids,366
The Unknown Author,William Shakespeare,3.86,15,Hamlet,performing arts,201
The Unknown Author,Nathaniel Hawthorne,3.47,12,The Scarlet Letter,Fiction,288
The Unknown Author,Charles Dickens,3.92,12,Oliver Twist,Bildungsromans,414
The Unknown Author,Frances Hodgson Burnett,4.17,15,The Secret Garden,"Fiction, general",263
The Unknown Author,Jodi Cowles,4.28,10,The Life of an Unknown Author,"Literature, collections",0
The Unknown Author,We Are Brave Together,0.0,10,Becoming Brave Together,Parenting,0
The Unknown Author,Claire Dwiggins,0.0,1,Oliver Love,Children's fiction,0
The Unknown Author,Tanya Motorin,5.0,1,Covered,Personal memoirs,0
The Unknown Author,Connie Armerding,3.89,5,Heaven and Nature Sing,Spirituality,0
The Unknown Author,Leslee Stewart,4.42,3,Little Bit about a Lot of Things,Wit and humor,0
The Unknown Author,Joseph Canning,4.27,10,The other side of England,Unknown,0
The Unknown Author,Eleanor B. Wasserman,5.0,1,Linda,Angels,123
The Unknown Author,David Leckey,0.0,2,"St. John's Church, Galashiels",Churches,102
The Unknown Author,Philip Marks,4.26,12,Listening to Silence,"Fiction, general",0
The Unknown Author,Dennis E. Hiller,2.5,3,Air rifles,Air guns,276
Okri Books Inc.,"Fitsell, J. William",0.0,2,Hockey's Hub,Hockey,222
Okri Books Inc.,Philip Nikolayev,4.35,10,Letters from Aldenderry,American poetry,0
Okri Books Inc.,G. Low,4.1,17,A Black British Canon?,Literary Criticism,220
Okri Books Inc.,Dodie Bellamy,4.33,10,Pink Steam,Fiction,200
Okri Books Inc.,John Feather,4.02,8,Communicating Knowledge,Language Arts & Disciplines,248
Okri Books Inc.,Ionie Benjamin,2.0,1,The Black Press in Britain,Education,148
Okri Books Inc.,Victor Headley,3.47,11,Yardie,Fiction,176
Okri Books Inc.,David Finkelstein,3.55,10,The Book History Reader,History,404
Okri Books Inc.,Mitali Perkins,3.98,16,Bamboo People,Juvenile Fiction,281
Okri Books Inc.,Diran Adebayo,3.26,6,Some Kind of Black,Blacks,238
Okri Books Inc.,Fred D'Aguiar,3.71,10,Feeding the Ghosts,Fiction,239
Okri Books Inc.,Peter D. McDonald,,11,"British Literary Culture and Publishing Practice, 1880-1914",Language Arts & Disciplines,244
Okri Books Inc.,Eric De Bellaigue,,5,British Book Publishing as a Business Since the 1960s,Business & Economics,256
Okri Books Inc.,Prabhu S. Guptara,0.0,2,Black British Literature,African literature (English),184
Okri Books Inc.,Helen Oyeyemi,3.42,11,The Opposite House,Fiction,272
Okri Books Inc.,Andrea Levy,3.94,10,Every Light in the House Burnin',Fiction,199
Okri Books Inc.,Ruvani Ranasinha,3.88,10,South Asian Writers in Twentieth-Century Britain,Language Arts & Disciplines,313
Okri Books Inc.,Emmanuel Jal,4.09,9,War Child,Biography & Autobiography,271
Okri Books Inc.,Various,3.76,11,Ic3,Language Arts & Disciplines,0
Okri Books Inc.,Peter Owen,3.93,11,Publishing Now,Language Arts & Disciplines,184
Okri Books Inc.,Chris Abani,4.24,10,Song for Night,Fiction,171
Okri Books Inc.,Kwame Kwei-Armah,3.47,10,Fix Up,Drama,104
Okri Books Inc.,Kathleen Wilson,3.73,10,Short Stories for Students,Literary Criticism,0
Okri Books Inc.,Joe Sanders,3.9,10,Michael Bishop and the Persistence of Wonder,Literary Criticism,203
Okri Books Inc.,W. D. Wetherell,3.66,10,The Man Who Loved Levittown,Fiction,157
Okri Books Inc.,Chielo Zona Eze,3.92,3,The Trial of Robert Mugabe,Unknown,0
Uncle Sam Publishers,Cedric Larson,0.0,1,"Uncle Sam; Printer, Publisher and Literary Sponsor",Unknown,16
Uncle Sam Publishers,Joseph Rezits,4.0,5,The Pianist's Resource Guide,Music,1518
Uncle Sam Publishers,Julia Ehrhardt,4.0,1,Writers of Conviction,Literary Collections,222
Uncle Sam Publishers,Frederic A. Fidfaddy,2.67,6,Adventures of Uncle Sam,Unknown,142
Uncle Sam Publishers,John Edward Allen,3.76,10,Newspaper Designing,Makeup (Printing).,496
Uncle Sam Publishers,Andrew F. Smith,3.54,10,Eating History,Cooking,398
Uncle Sam Publishers,Julia McMeans,0.0,1,Uncle Sam,Unknown,0
Uncle Sam Publishers,Barbara M. Linde,4.02,13,Uncle Sam,Juvenile Nonfiction,26
Uncle Sam Publishers,Tyler Monroe,3.71,18,Uncle Sam,Juvenile Nonfiction,25
Uncle Sam Publishers,University of Missouri,2.6,4,Journalism Series,Journalism,44
Uncle Sam Publishers,Liberty Publishing Group,4.23,10,America Is My Home,Unknown,104
Uncle Sam Publishers,R. Todd Felton,4.27,15,A Journey Into the Transcendentalists' New England,Travel,99
Uncle Sam Publishers,Harrie Irving Hancock,3.9,15,Uncle Sam's Boys,Unknown,146
Uncle Sam Publishers,Mannados Bookshop,,500,Frederic Remington,Cowboys in art,80
Uncle Sam Publishers,Louise Crittenden Case,0.0,1,Uncle Sam,Unknown,351
Uncle Sam Publishers,A. L. Lewis,4.04,12,"Winnipesaukee from the ""Uncle Sam""",Unknown,0
Uncle Sam Publishers,Anna DiGilio,5.0,10,Saturdays with Sam,Unknown,0
Uncle Sam Publishers,H.W. Wilson Company,5.0,10,Children's Catalog,Children's literature,1000
Uncle Sam Publishers,Illinois Library Association,4.14,10,I.L.A. Record,Libraries,1110
Uncle Sam Publishers,James Price Johnson,3.92,12,Boys of Uncle Sam,Unknown,6
Uncle Sam Publishers,Louise Rand Bascom,0.0,3,Uncle Sam in the Appalachia,Appalachian Region,7
Uncle Sam Publishers,"Akenzua, Humphrey Jude Prince.",,5,Pot of life,Unknown,111
"Merpoint Publishing, LLC",Stuart Allan,3.94,10,"The Future of Journalism: Risks, Threats and Opportunities",Language Arts & Disciplines,511
"Merpoint Publishing, LLC",Steve Munby,3.77,4,Imperfect Leadership,Education,288
"Merpoint Publishing, LLC",Mark Creasy,3.96,6,Independent Thinking on Primary Teaching,Education,146
"Merpoint Publishing, LLC",Steve Oakes,4.21,14,The A Level Mindset,Education,192
"Merpoint Publishing, LLC",Vic Goddard,4.32,16,The Best Job in the World,Education,119
"Merpoint Publishing, LLC",Terence Watts,3.82,10,Bwrt,Unknown,0
"Merpoint Publishing, LLC",Alan Elsner,4.06,10,Romance language,Young women,272
PSI Press,Larry E. Arnold,3.5,4,The Reiki Handbook,Naturopathy,0
PSI Press,Jonathan M. Borwein,3.95,10,Experimental and Computational Mathematics,Mathematics,309
PSI Press,Edward T. Wright,5.0,7,Your City and the Future,Cities and towns,158
PSI Press,Hans Jurgen Eysenck,3.71,10,Manual of the Eysenck Personality Profiler (Short),Unknown,55
PSI Press,Richard E. Crandall,4.11,10,Algorithmic Reflections,Algorithms,410
PSI Press,Regina Collecchia,3.0,1,Numbers & Notes,Fourier transformations,312
PSI Press,Ben Lacy Rose,3.75,10,The Hallelujah Note,Devotional exercises,125
PSI Press,Chris Jackson,3.94,15,Using and Interpreting the Eysenck Personality Profiler,Unknown,0
PSI Press,Christopher John Jackson,4.04,15,Losers in Love,Unknown,161
PSI Press,Ayn Rand,3.77,14,Anthem,Fiction,97
PSI Press,Rhonda M. Abrams,3.84,10,The successful business plan,New business enterprises,314
PSI Press,Erwin J. Keup,,6,Franchise Bible,Forms,314
PSI Press,Byron Lane,3.64,6,Managing People,Personnel management,226
PSI Press,Thomas J. Stemmy,0.0,4,Top tax saving ideas for today's small business,Popular works,317
PSI Press,Dale A. Davis,4.51,12,How to develop & market creative business ideas,Marketing,175
PSI Press,Bud Porter-Roth,3.25,7,Proposal development,Proposal writing in business,232
PSI Press,Richard L Leza,4.0,1,Develop your business plan,Business planning,207
PSI Press,John Peel,4.21,10,The star trek that almost was (Files magazine),Star Trek television programs,47
PSI Press,Evan McGorman,3.84,1,Life in the French Foreign Legion,military,253
PSI Press,Robert J. Low,,3,Bottom line basics,Accounting,280
PSI Press,Randall D. Ponder,4.88,4,The leader's guide,Leadership,221
PSI Press,Ardella R. Ramey,0.0,2,A company policy & personnel workbook,Forms,338
PSI Press,Carl R. J. Sniffen,4.0,10,The essential corporation handbook,Corporation law,236
PSI Press,Gerard R. Dodd,0.0,1,Business basics,Management,242
Schiel &amp; Denver Book Publishers,Barbara Beasley Murphy,3.86,10,Ace Hits Rock Bottom,Fiction,222
Schiel &amp; Denver Book Publishers,Josephine Cutts,4.28,2,Essential Van Gogh,Art appreciation,256
Schiel &amp; Denver Book Publishers,Newell Convers Wyeth,3.85,10,N.C. Wyeth,Unknown,0
Schiel &amp; Denver Book Publishers,Amos Ih Tiao Chang,3.97,6,The Tao of Architecture,Architecture,102
Schiel &amp; Denver Book Publishers,Alan Bott,3.54,10,Cavalry of the Clouds,"Aeronautics, Military",304
Schiel &amp; Denver Book Publishers,John Canaday,4.15,10,Mainstreams of Modern Art,Art,632
Schiel &amp; Denver Book Publishers,Joseph Darracott,3.76,10,England's Constable,Artists,150
Schiel &amp; Denver Book Publishers,John Carter Brown,0.0,10,Rings,Art,324
Schiel &amp; Denver Book Publishers,Ola Rotimi,3.94,10,Kurunmi,English drama,0
Schiel &amp; Denver Book Publishers,Cyril Edwin Mitchinson Joad,3.0,9,Common-sense Theology,God,296
Schiel &amp; Denver Book Publishers,Kahlil Gibran,4.15,11,Twenty Drawings,Unknown,66
Schiel &amp; Denver Book Publishers,Seton Lloyd,3.62,11,World Architecture,Architecture,352
Schiel &amp; Denver Book Publishers,Barbara Tepa Lupack,3.55,10,Illustrating Camelot,Art,282
Schiel &amp; Denver Book Publishers,Roland C. Clement,,15,The Living World of Audubon,Biography & Autobiography,148
Schiel &amp; Denver Book Publishers,Alma Davenport,3.75,2,The History of Photography,Photography,220
Schiel &amp; Denver Book Publishers,Berenice Abbott,3.88,10,The World of Atget,Photography,180
Schiel &amp; Denver Book Publishers,Louis Marlow,4.0,1,Swan's Milk,Unknown,310
Schiel &amp; Denver Book Publishers,Thomas Colley Grattan,3.51,14,Civilized America,History,514
Schiel &amp; Denver Book Publishers,Terance James Bond,3.9,5,Birds,Art,0
Schiel &amp; Denver Book Publishers,James S. Ackerman,3.93,10,"Origins, Imitation, Conventions",Art,344
Schiel &amp; Denver Book Publishers,Antonia Cunningham,4.0,10,Impressionists,"Art, French",0
Schiel &amp; Denver Book Publishers,Gertrude Dix,0.0,1,The Girl from the Farm,Unknown,222
Schiel &amp; Denver Book Publishers,Henry E. Huntington Library and Art Gallery,3.8,10,Catalogue of William Blake's Drawings and Paintings in the Huntington Library,Drawing,0
Schiel &amp; Denver Book Publishers,Salvador Dalí,3.97,10,Dali Posterbook,Unknown,2
Schiel &amp; Denver Book Publishers,Marc Chagall,4.14,10,The Jerusalem Windows,Glass painting and staining,152
"Stanton House Companies, LLC",Hunter S. Thompson,4.05,10,Fear and Loathing in Las Vegas,Experimental fiction,224
"Stanton House Companies, LLC",Anne M. Coghill,,500,ACS Style Guide,Authorship,0
"Stanton House Companies, LLC",Steven Heller,4.03,10,Design Literacy (continued),Art,300
"Stanton House Companies, LLC",M. Fishburn,4.2,4,Burning Books,History,239
"Stanton House Companies, LLC",Andrew E. Chirico,3.0,6,The Town of Skorkin,Fiction,224
"Stanton House Companies, LLC",Lisa Unger,3.67,18,Ink and Bone,Fiction,414
"Stanton House Companies, LLC",Tonette S. Rocco,3.83,10,The Handbook of Scholarly Writing and Publishing,Education,375
"Stanton House Companies, LLC",Eric S. Raymond,3.91,10,The Cathedral & the Bazaar,Computers,260
"Stanton House Companies, LLC",Bella Andre,4.11,18,Come a Little Bit Closer,Fiction,304
"Stanton House Companies, LLC",Megan Richardson,4.05,10,The Benefits and Costs of Copyright,Business & Economics,28
"Stanton House Companies, LLC",Carlos Almaraz,4.33,10,Playing with Fire,Unknown,0
"Stanton House Companies, LLC",John Seabrook,3.84,10,The Song Machine: Inside the Hit Factory,Music,292
"Stanton House Companies, LLC",American Chemical Society,2.94,10,Reagent Chemicals,Science,0
"Stanton House Companies, LLC",Giles H. Burgess,0.0,1,Antitrust and Regulation,Business & Economics,554
"Stanton House Companies, LLC",Holbrook Jackson,3.98,11,The Fear of Books,Literary Criticism,212
"Stanton House Companies, LLC",Ken Rand,4.04,10,The 10% Solution,Reference,100
"Stanton House Companies, LLC",Maher Bahloul,,4,Lights! Camera! Action and the Brain,Foreign Language Study,343
"Stanton House Companies, LLC",F. L. Lucas,4.2,14,The Decline and Fall of the Romantic Ideal,History,292
"Stanton House Companies, LLC",Georgina Tuari Stewart,4.0,1,Writing for Publication,Education,173
"Stanton House Companies, LLC",Weber L. (ed),4.05,6,Reinventing the Research University,Education,280
"Stanton House Companies, LLC",Maria Farrer,3.77,11,A Flash of Blue,Juvenile Fiction,248
"Stanton House Companies, LLC",Michael R. Collings,3.97,10,The Many Facets of Stephen King,Fiction,202
"Stanton House Companies, LLC",Pete Daniel,3.85,10,Deep'n as it Come,Social Science,236
"Stanton House Companies, LLC",George Beahm,3.94,10,The Stephen King Companion,Biography & Autobiography,642
"Stanton House Companies, LLC",Erika Mann,4.1,10,School for Barbarians,History,164
"Stanton House Companies, LLC",Voltaire,3.76,12,Candide,Conduct of life,152
plusDA Publishers,D. A. Top Children's Books Staff,,500,ABC,Unknown,54
plusDA Publishers,D. A. Top Children's Books,0.0,4,ABC,Unknown,55
plusDA Publishers,John Prost,3.24,10,ABC: Cute Animal Alphabet,Education,57
plusDA Publishers,Alec Verny,,3,"Пуся: ПуSеводитель по Нью-Йорку (Журнальная версия, сокр.)",Fiction,145
plusDA Publishers,Doc Alec,4.28,10,69 Правил этого самого для женщин,Comics & Graphic Novels,145
plusDA Publishers,Джурахон Маматов,,0,Памирские рассказы,Fiction,125
plusDA Publishers,Lewis Carroll,4.04,12,Alice in Fairyland,Unknown,0
plusDA Publishers,Al Vee,0.0,2,69 Rules for True Ladies,Unknown,0
plusDA Publishers,"Алик Верный, Alec Verny",,500,"Пуся (The Pussy, Russian Ebook Edition)",Fiction,372
plusDA Publishers,Rasoul Yagoudin,0.0,4,+Da Top Handbook of Russian Language,Education,296
plusDA Publishers,Alexandra Chumak,,500,Priklyucheniya Idiotok,Unknown,256
plusDA Publishers,Aleksandra Chumak,5.0,3,+Da Top * Poetry * Na Yazyke * Russian Edition,Unknown,256
Anastazzi Publishing House,Tom Budlong,0.0,1,The Desert Magazine,History,552
Anastazzi Publishing House,F.T. Short,3.75,10,Global Seagrass Research Methods,Science,506
Anastazzi Publishing House,C. Ashton Drew,,3,Predictive Species and Habitat Modeling in Landscape Ecology,Science,319
Anastazzi Publishing House,Resourcing Inclusive Communities,3.0,1,Harness the Possibilities,Unknown,0
Anastazzi Publishing House,Norman R. Augustine,3.97,10,Augustine's Laws,Business & Economics,396
Anastazzi Publishing House,Walter Van Tilburg Clark,3.89,10,"The Watchful Gods, and Other Stories",Fiction,0
Anastazzi Publishing House,Harold Keith,3.94,10,Rifles for Watie,Juvenile Fiction,355
Anastazzi Publishing House,H. C. Lincoln,,11,Steam and Hot Water Heating,Hot-water heating,168
Anastazzi Publishing House,Barbara Beasley Murphy,3.86,10,Ace Hits Rock Bottom,Fiction,222
Anastazzi Publishing House,Rick Bass,3.98,10,The Wild Marsh,Biography & Autobiography,389
Anastazzi Publishing House,Gabrielle Giffords,4.07,11,Gabby,Biography & Autobiography,354
Anastazzi Publishing House,Paul D. Bates,3.4,5,Computational Fluid Dynamics,Science,540
Anastazzi Publishing House,Tom Jones,3.65,10,Sky Walking,Biography & Autobiography,424
Anastazzi Publishing House,Allan J. McDonald,4.04,1,"Truth, Lies, and O-Rings",History,648
Anastazzi Publishing House,Avery Library,4.5,1,"Avery Index to Architectural Periodicals. 2d Ed., Rev. and Enl",Architecture,712
Anastazzi Publishing House,Holger Gärtner,0.0,1,Microscopic Preparation Techniques for Plant Stem Analysis,Microscopy,78
Anastazzi Publishing House,Kevin J. Anderson,4.13,15,Ignition,Fiction,338
Anastazzi Publishing House,Mary Shepardson,0.0,1,Navajo Ways in Government,Navajo Indians,0
Anastazzi Publishing House,Kate Chopin,3.74,11,The Storm,Unknown,0
Anastazzi Publishing House,Olaus Johan Murie,4.04,10,A Field Guide to Animal Tracks,Nature,438
Anastazzi Publishing House,Sally Ride,4.0,10,The Third Planet,Juvenile Nonfiction,46
Anastazzi Publishing House,National Aeronautics Administration,4.1,11,Wings in Orbit,Unknown,566
Anastazzi Publishing House,Frank Van Riper,5.0,1,Glenn,Biography & Autobiography,384
Anastazzi Publishing House,Ian Rankin,3.96,12,Westwind,Fiction,283
Anastazzi Publishing House,Dennis M. Ogawa,3.67,10,Ellison S. Onizuka,Fiction,168
Avanti Publishing House,Jack J. Morris,4.06,1,Disaster Zone--U.S.A.,United States,179
Sovereign Language Press,Tracey Ingram,,21,7 Weeks to a Better American Accent for Native Mandarin Speakers-,Education,76
Sovereign Language Press,Jane Austen,4.16,10,Sense and Sensibility,"Fiction, Romance, Historical, Regency",352
Sovereign Language Press,Mark Twain,3.87,13,Adventures of Huckleberry Finn,adventure and adventurers,347
Sovereign Language Press,William Shakespeare,3.86,15,As You Like It,Drama,148
Sovereign Language Press,Антон Павлович Чехов,4.35,10,Три сестры,Drama,109
Pescara Publishing,Michael Rubbinaccio,3.5,3,New York's Father Is Murdered!,Biography & Autobiography,285
Not for Accountants LLC,David Wogahn,4.43,22,Register Your Book,Language Arts & Disciplines,127
Not for Accountants LLC,New York (State),4.04,22,McKinney's Consolidated Laws of New York Annotated,Law,692
Not for Accountants LLC,Steven Pressfield,4.07,10,The Authentic Swing,Self-Help,147
Not for Accountants LLC,Joe Biel,3.93,13,A People's Guide to Publishing,Business & Economics,0
Not for Accountants LLC,Brendan McNally,3.76,16,Germania,Fiction,387
Not for Accountants LLC,Emily Schultz,3.17,12,Little Threats,Fiction,386
Not for Accountants LLC,Adrian Holovaty,3.87,5,The Definitive Guide to Django,Computers,513
Not for Accountants LLC,Jacob Kaplan-Moss,3.87,5,The Definitive Guide to Django,Computers,466
Not for Accountants LLC,Elaine Marmel,0.0,10,Teach Yourself VISUALLY Office 2016,Computers,451
Not for Accountants LLC,Mark Dodge,4.0,10,Microsoft Office Professional 2013,Computers,1184
Not for Accountants LLC,Seth Meyers,3.82,10,"I'm Not Scared, You're Scared",Juvenile Fiction,35
Not for Accountants LLC,Steven Heller,4.03,10,Design Literacy (continued),Art,300
Not for Accountants LLC,Karen Scarfone,5.0,10,Guide to Securing Microsoft Windows XP Systems for IT Professionals: A NIST Security Configuration Checklist,Computers,127
Not for Accountants LLC,P. Andrew Karam,3.46,10,Comets,Science,246
Not for Accountants LLC,United States. Congress,4.17,10,Congressional Pictorial Directory,Unknown,214
Not for Accountants LLC,Anne M. Coghill,,500,ACS Style Guide,Authorship,0
Not for Accountants LLC,National Library of Medicine (U.S.),0.0,10,National Library of Medicine Programs and Services,Medical libraries,64
Not for Accountants LLC,C. S. Friedman,4.01,15,The Dreaming Kind,Unknown,0
Not for Accountants LLC,Lawrence Watt-Evans,3.9,17,The Misenchanted Sword,Fiction,228
Not for Accountants LLC,N Venkat Venkatraman,4.33,8,The Digital Matrix,Literary Collections,291
Not for Accountants LLC,Amar Vyas,3.23,1,Nri,Unknown,286
Not for Accountants LLC,John William Tebbel,3.77,10,"A History of Book Publishing in the United States: The great change, 1940-1980",Book industries and trade,852
Not for Accountants LLC,Andrew E. Chirico,3.0,6,The Town of Skorkin,Fiction,224
Not for Accountants LLC,Robertas Damaševičius,3.63,10,Information and Software Technologies,Computer science,598
Not for Accountants LLC,Thomas Whiteside,3.63,10,The Blockbuster Complex,Design,232
Rodent Enterprises Publishing,Dawnell Harrison,4.86,7,The Fire Behind My Eyes,Poetry,69
HYPD Publications,"Assistant Professor of Political Science and Peace War and Defense Patricia Sullivan, Sis",,500,You Need to Write a Book!,Unknown,166
HYPD Publications,HYPD Publications,,500,Dirt Between My Toes,Unknown,62
Blaze Hill Press,Joe Guimera,5.0,3,Eyes On,Unknown,114
Elven Press,Ian Dahl,4.14,10,Madaiga,Dreams,16
Elven Press,Bill Vermin,4.29,10,Suburban Vermin,Young adults,0
Elven Press,Jo Carey,4.38,15,Terror at the Observatory,Unknown,70
Gooey Goo,CJ Redwine,3.81,14,The Shadow Queen,Juvenile Fiction,400
Gooey Goo,John Taylor Gatto,4.18,10,The Underground History of American Education,Education,304
Gooey Goo,Robert Ezra Park,3.82,10,The Immigrant Press and Its Control,Unknown,0
Gooey Goo,Grace E. Smith,4.12,10,Differentiating Instruction with Technology in K-5 Classrooms,Educational technology,0
Gooey Goo,Jeffrey Abt,3.74,10,The Book Made Art,Art,42
Gooey Goo,Michael B. Katz,3.8,10,"Class, Bureaucracy, and Schools",Education,240
Gooey Goo,Jonathan Stroud,4.2,15,Lockwood & Co.: The Empty Grave,Juvenile Fiction,600
Gooey Goo,Anna Botsford Comstock,3.71,10,Handbook of Nature Study,Unknown,0
Gooey Goo,C. J. Redwine,3.81,14,Defiance,Young Adult Fiction,279
Gooey Goo,Douglas Adams,4.2,14,The Meaning of Liff,Humor,242
Gooey Goo,Rosa Praed,3.89,10,The Insane Root,Fiction,309
Gooey Goo,Peg Bracken,3.96,10,The I Hate to Cook Book,Cooking,165
Gooey Goo,Andrea J. Lapey,0.0,10,OGT Writing,Language Arts & Disciplines,152
Gooey Goo,Mrs. Campbell Praed,3.65,10,The Scourge-stick,Unknown,382
Gooey Goo,"Web Wise Seniors, Inc",0.0,2,Microsoft Word for Beginners,Computers and older people,0
Gooey Goo,Willa Cather,3.7,11,Sapphira & the Slave Girl,Fiction,239
Gooey Goo,Meridel Le Sueur,3.99,10,Little Brother of the Wilderness,Unknown,0
Gooey Goo,Carl Van Doren,4.04,10,Mutiny in January,History,314
Gooey Goo,H. C. Lincoln,4.35,10,Steam and Hot Water Heating,Hot-water heating,168
Gooey Goo,Lawrence Block,3.88,20,Campus Tramp,Unknown,186
Gooey Goo,Murray Fisher,5.0,10,The Playboy Book,Playboy (Chicago),0
Gooey Goo,Rosa Caroline Praed,0.0,10,The head station,Unknown,308
Gooey Goo,L. H. Bailey,3.33,1,The Nature-Study - Being an Interpretation of the New School Movement to Put the Child in Sympathy with Nature,Education,168
Gooey Goo,Jacob Monroe,0.0,1,Fly Fly Fly Little Birdy!,Unknown,0
Gooey Goo,David Westaby,0.0,2,Variceal Bleeding,Medical,280
End of April Comics,Lou Mougin,,11,Secondary Action Heroes of Golden Age Comics,Literary Criticism,320
End of April Comics,Maurice Horn,3.99,10,The World Encyclopedia of Comics,Comics & Graphic Novels,394
End of April Comics,Robert M. Overstreet,4.05,10,The Official Overstreet,Antiques & Collectibles,932
End of April Comics,Tom Spurgeon,3.84,10,We Told You So,Comics & Graphic Novels,698
End of April Comics,John Ajvide Lindqvist,3.88,13,Let the Right One In,Fiction,524
End of April Comics,E. B. White,4.19,10,Charlotte's Web,Juvenile Fiction,196
End of April Comics,Charlaine Harris,3.95,16,Grave Surprise,Fiction,297
End of April Comics,Luke Pearson,4.27,12,Hilda and the Midnight Giant,Juvenile Fiction,0
End of April Comics,Andy Rash,3.91,10,Ten Little Zombies,Comics & Graphic Novels,28
End of April Comics,Philippe Coudray,3.91,13,Benjamin Bear in Fuzzy Thinking,Bears,0
End of April Comics,Charles Johnson,3.9,10,Turning the Wheel,Literary Criticism,239
End of April Comics,Chris Gorman,3.84,4,One of a Kind,Juvenile Fiction,21
End of April Comics,Hunter S. Thompson,4.05,10,Fear and Loathing in Las Vegas,Experimental fiction,224
End of April Comics,Max Gladstone,3.88,26,The Ghost in the Shell: Global Neural Network,Comics & Graphic Novels,0
End of April Comics,Barry Deutsch,3.79,7,Hereville: How Mirka Got Her Sword,Juvenile Fiction,148
End of April Comics,Mac Barnett,4.05,15,John's Turn,Juvenile Fiction,35
End of April Comics,Cynthia von Buhler,3.75,16,Minky Woodcock: The Girl Who Handcuffed Houdini #1,Comics & Graphic Novels,32
End of April Comics,Erika Moen,3.96,13,DAR! Volume One,"Autobiographical comic books, strips, etc",104
End of April Comics,Nikki McClure,3.81,10,What Will These Hands Make?,Juvenile Nonfiction,0
End of April Comics,Riva Castleman,5.0,1,A Century of Artists Books,Unknown,0
End of April Comics,SVETLANA CHMAKOVA,4.24,15,Brave,Juvenile Fiction,251
End of April Comics,Melissa Hug,0.0,1,Children's Literature Review,Juvenile Nonfiction,282
End of April Comics,Jay Fosgitt,4.15,10,Bodie Troll,Juvenile Fiction,0
End of April Comics,Garth Ennis,4.14,15,"Welcome Back, Frank",Good and evil,0
Discover the Ultimate Entertainment Magazine,Stephanie L. Derrick,4.12,2,Chasing Paper,Language Arts & Disciplines,181
Discover the Ultimate Entertainment Magazine,Chris Crowe,4.0,10,More Than a Game,Literary Criticism,196
Discover the Ultimate Entertainment Magazine,Theodore Presser,4.51,10,Etude Music Magazine,Music,74
Discover the Ultimate Entertainment Magazine,"University of California, Los Angeles. Library",0.0,1,UCLA Librarian,Unknown,82
Discover the Ultimate Entertainment Magazine,Trish Ledoux,4.16,10,The Complete Anime Guide,Art,228
Discover the Ultimate Entertainment Magazine,Miranda Doyle,3.66,5,101+ Great Ideas for Teen Library Web Sites,Computers,332
Sourcebooks Fire,Laura Nowlin,3.81,11,If He Had Been with Me,Young Adult Fiction,0
Sourcebooks Fire,Laura Silverman,3.73,10,Girl Out of Water,Young Adult Fiction,0
Sourcebooks Fire,Lucy Maud Montgomery,4.23,10,Anne of Windy Poplars,Young Adult Fiction,0
Sourcebooks Fire,Marieke Nijkamp,3.64,14,This is where it Ends,Alabama,0
Sourcebooks Fire,Rin Chupeco,3.89,15,The Bone Witch,Fantasy,411
Sourcebooks Fire,Juno Dawson,3.92,14,This Book Is Gay,Young Adult Nonfiction,320
Sourcebooks Fire,Claire Legrand,3.79,14,Kingsbane,JUVENILE FICTION,0
Sourcebooks Fire,Zoraida Córdova,3.83,27,Bruja Born,Young Adult Fiction,0
Sourcebooks Fire,Estelle Maskame,3.89,20,Just Don't Mention It,Young Adult Fiction,0
Sourcebooks Fire,Vincent Tirado,3.43,7,"Burn Down, Rise Up",Young Adult Fiction,352
Sourcebooks Fire,Natasha Preston,3.75,23,The Cellar,Kidnapping,347
Sourcebooks Fire,Kalyn Josephson,3.82,23,The Storm Crow,Young Adult Fiction,368
Sourcebooks Fire,Chelsea Sedoti,3.31,5,It Came from the Sky,Unknown,0
